Year,Rank,Title,Artist,Artist_cloud,count,size,genres,popularity,first_year,year_range,range_count
2020,38,Dynamite,BTS,BTS,3,279,"['k-pop', 'k-pop boy group']",93,2010,2010-2020,646
2021,11,Butter,BTS,BTS,3,279,"['k-pop', 'k-pop boy group']",93,2010,2010-2020,646
2021,41,Dynamite,BTS,BTS,3,279,"['k-pop', 'k-pop boy group']",93,2010,2010-2020,646
2013,5,Can't Hold Us,Macklemore & Ryan Lewis,Macklemore~&~Ryan~Lewis,5,380,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",76,2010,2010-2020,646
2013,43,Same Love,Macklemore & Ryan Lewis,Macklemore~&~Ryan~Lewis,5,380,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",76,2010,2010-2020,646
2013,1,Thrift Shop,Macklemore & Ryan Lewis,Macklemore~&~Ryan~Lewis,5,380,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",76,2010,2010-2020,646
2014,92,White Walls,Macklemore & Ryan Lewis,Macklemore~&~Ryan~Lewis,5,380,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",76,2010,2010-2020,646
2015,84,Downtown,Macklemore & Ryan Lewis,Macklemore~&~Ryan~Lewis,5,380,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",76,2010,2010-2020,646
2013,29,Safe and Sound,Capital Cities,Capital~Cities,1,69,"['metropopolis', 'modern rock']",69,2010,2010-2020,646
2012,92,Cashin' Out,Cash Out,Cash~Out,1,14,[],14,2010,2010-2020,646
2018,38,Ric Flair Drip,Offset,Offset,2,160,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",80,2010,2010-2020,646
2019,87,Clout,Offset,Offset,2,160,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",80,2010,2010-2020,646
2014,96,Studio,ScHoolboy Q,ScHoolboy~Q,1,75,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",75,2010,2010-2020,646
2018,79,King's Dead,Kendrick Lamar,Kendrick~Lamar,8,728,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91,2010,2010-2020,646
2013,79,Swimming Pools (Drank),Kendrick Lamar,Kendrick~Lamar,8,728,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91,2010,2010-2020,646
2017,62,DNA,Kendrick Lamar,Kendrick~Lamar,8,728,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91,2010,2010-2020,646
2017,4,Humble,Kendrick Lamar,Kendrick~Lamar,8,728,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91,2010,2010-2020,646
2017,66,Loyalty,Kendrick Lamar,Kendrick~Lamar,8,728,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91,2010,2010-2020,646
2018,47,All the Stars,Kendrick Lamar,Kendrick~Lamar,8,728,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91,2010,2010-2020,646
2018,50,Love,Kendrick Lamar,Kendrick~Lamar,8,728,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91,2010,2010-2020,646
2018,40,Pray for Me,Kendrick Lamar,Kendrick~Lamar,8,728,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91,2010,2010-2020,646
2017,29,Issues,Julia Michaels,Julia~Michaels,1,77,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",77,2010,2010-2020,646
2016,44,Let It Go,James Bay,James~Bay,1,73,"['neo mellow', 'pop', 'pop rock']",73,2010,2010-2020,646
2012,78,Drank in My Cup,Kirko Bangz,Kirko~Bangz,1,54,"['dirty south rap', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",54,2010,2010-2020,646
2012,22,Everybody Talks,Neon Trees,Neon~Trees,1,67,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",67,2010,2010-2020,646
2012,30,Too Close,Alex Clare,Alex~Clare,1,55,['modern alternative rock'],55,2010,2010-2020,646
2014,28,Latch,Disclosure ,Disclosure,1,75,"['edm', 'house', 'pop', 'uk dance']",75,2010,2010-2020,646
2016,94,Starving,Grey,Grey,3,210,"['piano rock', 'viral pop']",70,2010,2010-2020,646
2017,82,Starving,Grey,Grey,3,210,"['piano rock', 'viral pop']",70,2010,2010-2020,646
2018,8,The Middle,Grey,Grey,3,210,"['piano rock', 'viral pop']",70,2010,2010-2020,646
2014,82,La La La,Naughty Boy,Naughty~Boy,1,64,"['dance pop', 'uk contemporary r&b']",64,2010,2010-2020,646
2012,6,Glad You Came,The Wanted,The~Wanted,1,67,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",67,2010,2010-2020,646
2014,90,23,Mike WiLL Made-It,Mike~WiLL~Made-It,1,68,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",68,2011,2010-2020,646
2012,49,Home,Phillip Phillips,Phillip~Phillips,3,195,"['folk-pop', 'neo mellow', 'pop rock', 'post-teen pop']",65,2011,2010-2020,646
2013,61,"Gone, Gone, Gone",Phillip Phillips,Phillip~Phillips,3,195,"['folk-pop', 'neo mellow', 'pop rock', 'post-teen pop']",65,2011,2010-2020,646
2013,46,Home,Phillip Phillips,Phillip~Phillips,3,195,"['folk-pop', 'neo mellow', 'pop rock', 'post-teen pop']",65,2011,2010-2020,646
2017,98,Do Re Mi,Blackbear,Blackbear,2,160,"['electropop', 'pop', 'pop rap']",80,2011,2010-2020,646
2020,26,Hot Girl Bummer,Blackbear,Blackbear,2,160,"['electropop', 'pop', 'pop rap']",80,2011,2010-2020,646
2013,65,Little Talks,Of Monsters,Of~Monsters,1,70,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",70,2011,2010-2020,646
2022,24,We Don't Talk About Bruno,Stephanie Beatriz,Stephanie~Beatriz,1,69,"['hollywood', 'show tunes']",69,2011,2010-2020,646
2012,55,Want U Back,Cher Lloyd,Cher~Lloyd,1,63,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'social media pop', 'talent show']",63,2011,2010-2020,646
2022,91,She Likes It,Russell Dickerson,Russell~Dickerson,1,68,"['contemporary country', 'country', 'country road']",68,2011,2010-2020,646
2015,59,You Know You Like It,AlunaGeorge,AlunaGeorge,1,64,"['electropop', 'house', 'tropical house']",64,2011,2010-2020,646
2016,19,"Me, Myself & I",G-Eazy,G-Eazy,3,231,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",77,2011,2010-2020,646
2018,45,Him & I,G-Eazy,G-Eazy,3,231,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",77,2011,2010-2020,646
2018,30,No Limit,G-Eazy,G-Eazy,3,231,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",77,2011,2010-2020,646
2013,25,Sail,Awolnation,Awolnation,1,64,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']",64,2011,2010-2020,646
2019,96,Eyes on You,Chase Rice,Chase~Rice,2,132,"['contemporary country', 'country', 'country road', 'modern country rock']",66,2011,2010-2020,646
2021,99,Drinkin' Beer. Talkin' God. Amen.,Chase Rice,Chase~Rice,2,132,"['contemporary country', 'country', 'country road', 'modern country rock']",66,2011,2010-2020,646
2016,70,Luv,Tory Lanez,Tory~Lanez,2,168,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",84,2011,2010-2020,646
2016,74,Say It,Tory Lanez,Tory~Lanez,2,168,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",84,2011,2010-2020,646
2022,96,Flower Shops,Ernest,Ernest,1,68,"['contemporary country', 'country']",68,2011,2010-2020,646
2012,59,Brokenhearted,Karmin,Karmin,1,53,"['dance pop', 'electropop', 'post-teen pop', 'viral pop']",53,2011,2010-2020,646
2017,25,Redbone,Childish Gambino,Childish~Gambino,2,164,"['atl hip hop', 'hip hop', 'pop', 'rap']",82,2011,2010-2020,646
2018,51,This Is America,Childish Gambino,Childish~Gambino,2,164,"['atl hip hop', 'hip hop', 'pop', 'rap']",82,2011,2010-2020,646
2014,34,Boom Clap,Charli XCX,Charli~XCX,1,78,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",78,2011,2010-2020,646
2012,90,We Run the Night,Havana Brown,Havana~Brown,1,49,"['australian dance', 'australian pop', 'australian talent show', 'dance pop']",49,2011,2010-2020,646
2013,45,Summertime Sadness,Lana Del Rey,Lana~Del~Rey,1,92,"['art pop', 'pop']",92,2011,2010-2020,646
2016,46,Never Forget You,MNEK,MNEK,1,74,"['tropical house', 'uk contemporary r&b', 'uk dance']",74,2011,2010-2020,646
2022,93,Damn Strait,Scotty McCreery,Scotty~McCreery,1,65,"['contemporary country', 'country', 'country road', 'modern country rock']",65,2011,2010-2020,646
2015,12,Can't Feel My Face,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2015,9,Earned It,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2015,56,Love Me Harder,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2015,10,The Hills,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2016,72,Can't Feel My Face,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2016,61,In the Night,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2016,58,Starboy,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2016,32,The Hills,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2017,34,I Feel It Coming,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2017,20,Starboy,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2018,78,Call Out My Name,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2018,40,Pray for Me,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2020,1,Blinding Lights,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2020,28,Heartless,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2021,3,Blinding Lights,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2021,2,Save Your Tears,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2021,89,Take My Breath,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2021,43,You Right,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2022,30,One Right Now,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2022,40,Save Your Tears,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2022,45,You Right,The Weeknd,The~Weeknd,21,2079,"['canadian contemporary r&b', 'canadian pop', 'pop']",99,2011,2010-2020,646
2021,27,Fancy Like,Walker Hayes,Walker~Hayes,3,207,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2011,2010-2020,646
2022,61,AA,Walker Hayes,Walker~Hayes,3,207,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2011,2010-2020,646
2022,35,Fancy Like,Walker Hayes,Walker~Hayes,3,207,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2011,2010-2020,646
2017,75,All Time Low,Jon Bellion,Jon~Bellion,1,69,['pop rap'],69,2012,2010-2020,646
2017,11,Say You Won't Let Go,James Arthur,James~Arthur,1,83,"['pop', 'talent show', 'uk pop']",83,2012,2010-2020,646
2015,100,How Deep Is Your Love,Disciples,Disciples,1,64,"['deep groove house', 'disco house', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']",64,2012,2010-2020,646
2018,38,Ric Flair Drip,Metro Boomin,Metro~Boomin,1,92,['rap'],92,2012,2010-2020,646
2016,19,"Me, Myself & I",Bebe Rexha,Bebe~Rexha,2,170,"['dance pop', 'edm', 'pop', 'post-teen pop']",85,2012,2010-2020,646
2018,3,Meant to Be,Bebe Rexha,Bebe~Rexha,2,170,"['dance pop', 'edm', 'pop', 'post-teen pop']",85,2012,2010-2020,646
2013,9,Cruise,Florida Georgia Line,Florida~Georgia~Line,8,616,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",77,2012,2010-2020,646
2013,94,Get Your Shine On,Florida Georgia Line,Florida~Georgia~Line,8,616,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",77,2012,2010-2020,646
2014,66,Dirt,Florida Georgia Line,Florida~Georgia~Line,8,616,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",77,2012,2010-2020,646
2014,49,This Is How We Roll,Florida Georgia Line,Florida~Georgia~Line,8,616,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",77,2012,2010-2020,646
2016,49,H.O.L.Y.,Florida Georgia Line,Florida~Georgia~Line,8,616,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",77,2012,2010-2020,646
2018,82,Simple,Florida Georgia Line,Florida~Georgia~Line,8,616,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",77,2012,2010-2020,646
2019,94,Talk You Out of It,Florida Georgia Line,Florida~Georgia~Line,8,616,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",77,2012,2010-2020,646
2021,70,Lil Bit,Florida Georgia Line,Florida~Georgia~Line,8,616,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",77,2012,2010-2020,646
2015,79,CoCo,O.T. Genasis,O.T.~Genasis,2,112,"['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",56,2012,2010-2020,646
2016,91,Cut It,O.T. Genasis,O.T.~Genasis,2,112,"['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",56,2012,2010-2020,646
2014,69,Shower,Becky G,Becky~G,2,162,"['dance pop', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']",81,2012,2010-2020,646
2022,59,Mamiii,Becky G,Becky~G,2,162,"['dance pop', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']",81,2012,2010-2020,646
2014,75,Sweater Weather,The Neighbourhood,The~Neighbourhood,1,86,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",86,2012,2010-2020,646
2016,60,Never Be Like You,Flume,Flume,1,75,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",75,2012,2010-2020,646
2015,73,Ex's & Oh's,Elle King,Elle~King,2,140,"['contemporary country', 'modern blues rock']",70,2012,2010-2020,646
2016,63,Ex's & Oh's,Elle King,Elle~King,2,140,"['contemporary country', 'modern blues rock']",70,2012,2010-2020,646
2021,16,Heat Waves,Glass Animals,Glass~Animals,2,160,"['gauze pop', 'indietronica', 'shiver pop']",80,2012,2010-2020,646
2022,1,Heat Waves,Glass Animals,Glass~Animals,2,160,"['gauze pop', 'indietronica', 'shiver pop']",80,2012,2010-2020,646
2022,59,Mamiii,Karol G,Karol~G,2,184,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",92,2012,2010-2020,646
2022,63,Provenza,Karol G,Karol~G,2,184,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",92,2012,2010-2020,646
2014,41,Rather Be,Clean Bandit ,Clean~Bandit,2,154,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",77,2012,2010-2020,646
2017,44,Rockabye,Clean Bandit ,Clean~Bandit,2,154,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",77,2012,2010-2020,646
2014,71,Animals,Martin Garrix,Martin~Garrix,1,80,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",80,2012,2010-2020,646
2015,49,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,Rich~Homie~Quan,1,67,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'southern hip hop', 'trap']",67,2012,2010-2020,646
2022,24,We Don't Talk About Bruno,Diane Guerrero,Diane~Guerrero,1,65,[],65,2012,2010-2020,646
2018,57,Plug Walk,Rich the Kid,Rich~the~Kid,1,71,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap', 'viral rap']",71,2012,2010-2020,646
2019,75,Baby Shark,Pinkfong,Pinkfong,1,69,"['cartoon', ""children's music"", 'dong-yo']",69,2012,2010-2020,646
2015,25,"Honey, I'm Good.",Andy Grammer,Andy~Grammer,1,72,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",72,2012,2010-2020,646
2019,60,You Say,Lauren Daigle,Lauren~Daigle,1,72,"['ccm', 'christian music', 'worship']",72,2012,2010-2020,646
2015,6,Shut Up and Dance,Walk the Moon,Walk~the~Moon,1,71,"['dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",71,2012,2010-2020,646
2017,94,Small Town Boy,Dustin Lynch,Dustin~Lynch,1,69,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2012,2010-2020,646
2014,26,Black Widow,Iggy Azalea,Iggy~Azalea,2,142,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap', 'viral rap']",71,2012,2010-2020,646
2014,4,Fancy,Iggy Azalea,Iggy~Azalea,2,142,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap', 'viral rap']",71,2012,2010-2020,646
2014,50,Classic,MKTO,MKTO,1,68,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",68,2012,2010-2020,646
2016,10,Closer,The Chainsmokers,The~Chainsmokers,6,498,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,2012,2010-2020,646
2016,8,Don't Let Me Down,The Chainsmokers,The~Chainsmokers,6,498,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,2012,2010-2020,646
2016,27,Roses,The Chainsmokers,The~Chainsmokers,6,498,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,2012,2010-2020,646
2017,7,Closer,The Chainsmokers,The~Chainsmokers,6,498,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,2012,2010-2020,646
2017,42,Paris,The Chainsmokers,The~Chainsmokers,6,498,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,2012,2010-2020,646
2017,5,Something Just Like This,The Chainsmokers,The~Chainsmokers,6,498,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,2012,2010-2020,646
2014,65,2 On,Tinashe,Tinashe,1,70,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",70,2012,2010-2020,646
2014,86,Amnesia,5 Seconds of Summer,5~Seconds~of~Summer,4,320,"['boy band', 'dance pop', 'pop', 'post-teen pop']",80,2012,2010-2020,646
2014,93,She Looks So Perfect,5 Seconds of Summer,5~Seconds~of~Summer,4,320,"['boy band', 'dance pop', 'pop', 'post-teen pop']",80,2012,2010-2020,646
2018,36,Youngblood,5 Seconds of Summer,5~Seconds~of~Summer,4,320,"['boy band', 'dance pop', 'pop', 'post-teen pop']",80,2012,2010-2020,646
2019,33,Youngblood,5 Seconds of Summer,5~Seconds~of~Summer,4,320,"['boy band', 'dance pop', 'pop', 'post-teen pop']",80,2012,2010-2020,646
2013,4,Harlem Shake,Baauer,Baauer,1,55,"['bass trap', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",55,2012,2010-2020,646
2014,12,Pompeii,Bastille,Bastille,3,231,"['metropopolis', 'modern rock', 'pop', 'pop rock']",77,2012,2010-2020,646
2018,80,Happier,Bastille,Bastille,3,231,"['metropopolis', 'modern rock', 'pop', 'pop rock']",77,2012,2010-2020,646
2019,6,Happier,Bastille,Bastille,3,231,"['metropopolis', 'modern rock', 'pop', 'pop rock']",77,2012,2010-2020,646
2012,96,Somethin' 'Bout a Truck,Kip Moore,Kip~Moore,1,65,"['contemporary country', 'country', 'country road', 'modern country rock']",65,2012,2010-2020,646
2022,81,Broadway Girls,Lil Durk,Lil~Durk,2,170,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",85,2012,2010-2020,646
2022,83,What Happened to Virgil,Lil Durk,Lil~Durk,2,170,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",85,2012,2010-2020,646
2016,12,7 Years,Lukas Graham,Lukas~Graham,1,73,"['danish pop', 'pop', 'scandipop']",73,2012,2010-2020,646
2014,10,Stay with Me,Sam Smith,Sam~Smith,9,810,"['pop', 'uk pop']",90,2012,2010-2020,646
2015,26,I'm Not the Only One,Sam Smith,Sam~Smith,9,810,"['pop', 'uk pop']",90,2012,2010-2020,646
2015,81,Lay Me Down,Sam Smith,Sam~Smith,9,810,"['pop', 'uk pop']",90,2012,2010-2020,646
2015,58,Stay with Me,Sam Smith,Sam~Smith,9,810,"['pop', 'uk pop']",90,2012,2010-2020,646
2017,77,Too Good at Goodbyes,Sam Smith,Sam~Smith,9,810,"['pop', 'uk pop']",90,2012,2010-2020,646
2018,49,Too Good at Goodbyes,Sam Smith,Sam~Smith,9,810,"['pop', 'uk pop']",90,2012,2010-2020,646
2019,14,Dancing with a Stranger,Sam Smith,Sam~Smith,9,810,"['pop', 'uk pop']",90,2012,2010-2020,646
2019,83,How Do You Sleep?,Sam Smith,Sam~Smith,9,810,"['pop', 'uk pop']",90,2012,2010-2020,646
2022,98,Unholy,Sam Smith,Sam~Smith,9,810,"['pop', 'uk pop']",90,2012,2010-2020,646
2012,68,Ho Hey,The Lumineers,The~Lumineers,2,158,"['folk-pop', 'pop', 'stomp and holler']",79,2012,2010-2020,646
2013,12,Ho Hey,The Lumineers,The~Lumineers,2,158,"['folk-pop', 'pop', 'stomp and holler']",79,2012,2010-2020,646
2013,90,It Goes Like This,Thomas Rhett,Thomas~Rhett,5,375,"['contemporary country', 'country', 'country road']",75,2012,2010-2020,646
2016,64,Die a Happy Man,Thomas Rhett,Thomas~Rhett,5,375,"['contemporary country', 'country', 'country road']",75,2012,2010-2020,646
2018,76,Marry Me,Thomas Rhett,Thomas~Rhett,5,375,"['contemporary country', 'country', 'country road']",75,2012,2010-2020,646
2019,85,Look What God Gave Her,Thomas Rhett,Thomas~Rhett,5,375,"['contemporary country', 'country', 'country road']",75,2012,2010-2020,646
2021,80,What's Your Country Song,Thomas Rhett,Thomas~Rhett,5,375,"['contemporary country', 'country', 'country road']",75,2012,2010-2020,646
2016,75,Antidote,Travis Scott,Travis~Scott,6,546,"['rap', 'slap house']",91,2012,2010-2020,646
2017,68,Goosebumps,Travis Scott,Travis~Scott,6,546,"['rap', 'slap house']",91,2012,2010-2020,646
2018,42,Sicko Mode,Travis Scott,Travis~Scott,6,546,"['rap', 'slap house']",91,2012,2010-2020,646
2019,9,Sicko Mode,Travis Scott,Travis~Scott,6,546,"['rap', 'slap house']",91,2012,2010-2020,646
2019,64,The London,Travis Scott,Travis~Scott,6,546,"['rap', 'slap house']",91,2012,2010-2020,646
2020,45,Highest in the Room,Travis Scott,Travis~Scott,6,546,"['rap', 'slap house']",91,2012,2010-2020,646
2015,70,No Type,Rae Sremmurd,Rae~Sremmurd,4,300,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",75,2013,2010-2020,646
2017,19,Black Beatles,Rae Sremmurd,Rae~Sremmurd,4,300,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",75,2013,2010-2020,646
2017,64,Swang,Rae Sremmurd,Rae~Sremmurd,4,300,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",75,2013,2010-2020,646
2018,97,Powerglide,Rae Sremmurd,Rae~Sremmurd,4,300,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",75,2013,2010-2020,646
2021,88,Just the Way,Parmalee,Parmalee,2,128,"['contemporary country', 'country', 'country road', 'modern uplift']",64,2013,2010-2020,646
2022,82,Take My Name,Parmalee,Parmalee,2,128,"['contemporary country', 'country', 'country road', 'modern uplift']",64,2013,2010-2020,646
2014,14,Am I Wrong,Nico & Vinz,Nico~&~Vinz,1,64,['pop rap'],64,2013,2010-2020,646
2015,89,Budapest,George Ezra,George~Ezra,1,78,"['folk-pop', 'neo-singer-songwriter']",78,2013,2010-2020,646
2021,95,Single Saturday Night,Cole Swindell,Cole~Swindell,3,210,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2013,2010-2020,646
2022,92,Never Say Never,Cole Swindell,Cole~Swindell,3,210,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2013,2010-2020,646
2022,46,She Had Me at Heads Carolina,Cole Swindell,Cole~Swindell,3,210,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2013,2010-2020,646
2018,8,The Middle,Maren Morris,Maren~Morris,4,300,"['contemporary country', 'country', 'pop', 'texas country']",75,2013,2010-2020,646
2020,9,The Bones,Maren Morris,Maren~Morris,4,300,"['contemporary country', 'country', 'pop', 'texas country']",75,2013,2010-2020,646
2021,61,Chasing After You,Maren Morris,Maren~Morris,4,300,"['contemporary country', 'country', 'pop', 'texas country']",75,2013,2010-2020,646
2022,100,Circles Around This Town,Maren Morris,Maren~Morris,4,300,"['contemporary country', 'country', 'pop', 'texas country']",75,2013,2010-2020,646
2018,29,Let You Down,NF,NF,1,83,"['hip hop', 'pop rap', 'rap']",83,2013,2010-2020,646
2015,50,Nasty Freestyle,T-Wayne,T-Wayne,1,72,['london rap'],72,2013,2010-2020,646
2022,24,We Don't Talk About Bruno,Mauro Castillo,Mauro~Castillo,1,63,"['modern salsa', 'salsa colombiana']",63,2013,2010-2020,646
2018,32,Tequila,Dan + Shay,Dan~+~Shay,6,438,"['contemporary country', 'country', 'country road', 'pop']",73,2013,2010-2020,646
2019,97,All to Myself,Dan + Shay,Dan~+~Shay,6,438,"['contemporary country', 'country', 'country road', 'pop']",73,2013,2010-2020,646
2019,35,Speechless,Dan + Shay,Dan~+~Shay,6,438,"['contemporary country', 'country', 'country road', 'pop']",73,2013,2010-2020,646
2019,91,Tequila,Dan + Shay,Dan~+~Shay,6,438,"['contemporary country', 'country', 'country road', 'pop']",73,2013,2010-2020,646
